library,candidate_count,scenario,method,sample_seed,truth_signature,truth_candidate_index,truth_in_library,true_main_scale_audit_only,best_index,best_candidate,best_is_truth,candidate_set,candidate_set_size,truth_in_candidate_set,decision_state,decision_reason,correct_unique,false_unique,domain_relative_distance,domain_threshold,domain_accepted,d1,margin,top1_confidence,normalized_entropy,calibration_identity,decision_time_s
scale_small,3,in_domain,M0_stage7a_original,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.190315202241667,0.421770421161142,1,0.0722606075913315,0.123870250272351,0.91650956293487,0.314025449710169,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.005809
scale_small,3,in_domain,M1_stage7a1_split,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.190315202241667,0.425114098518979,1,0.0722606075913315,0.123870250272351,0.952900340996079,0.202490097009543,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.002523
scale_small,3,in_domain,M2_class_conditional,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.190315202241667,0.417429625612515,1,0.0722606075913315,0.123870250272351,0.361843383804511,0.998356521024019,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.00047
scale_small,3,in_domain,M3_pooled_empirical,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.190315202241667,0.417429625612515,1,0.0722606075913315,0.123870250272351,0.361843383804511,0.998356521024019,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000241
scale_small,3,in_domain,M2R_class_risk_gated,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.190315202241667,0.417429625612515,1,0.0722606075913315,0.123870250272351,0.361843383804511,0.998356521024019,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.00045
scale_small,3,in_domain,M3R_pooled_risk_gated,550101001,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.980068395436998,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.190315202241667,0.417429625612515,1,0.0722606075913315,0.123870250272351,0.361843383804511,0.998356521024019,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000228
scale_small,3,in_domain,M0_stage7a_original,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.352468768139419,0.421770421161142,1,0.134686820927741,0.0759839908275491,0.778063022372662,0.621144606972805,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.001248
scale_small,3,in_domain,M1_stage7a1_split,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.352468768139419,0.425114098518979,1,0.134686820927741,0.0759839908275491,0.837428664567385,0.505883203269277,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000896
scale_small,3,in_domain,M2_class_conditional,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.352468768139419,0.417429625612515,1,0.134686820927741,0.0759839908275491,0.351207383293098,0.999347828158252,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000388
scale_small,3,in_domain,M3_pooled_empirical,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.352468768139419,0.417429625612515,1,0.134686820927741,0.0759839908275491,0.351207383293098,0.999347828158252,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.00023
scale_small,3,in_domain,M2R_class_risk_gated,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.352468768139419,0.417429625612515,1,0.134686820927741,0.0759839908275491,0.351207383293098,0.999347828158252,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000209
scale_small,3,in_domain,M3R_pooled_risk_gated,550101002,"M=20,20,20,20,|T=0,0,0,0,|B=none",1,1,0.984483292269575,1,G001,1,"G001,G002,G003",3,1,MULTIPLE_AMBIGUOUS,multiple_frozen_candidates_and_insufficient_separation,0,0,0.352468768139419,0.417429625612515,1,0.134686820927741,0.0759839908275491,0.351207383293098,0.999347828158252,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000158
scale_small,3,in_domain,M0_stage7a_original,550102001,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",2,1,0.994944227311255,2,G002,1,"G002",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.196755731407959,0.421770421161142,1,0.0572511412931084,0.0747161485209021,0.842208823824577,0.457216699334643,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.005265
scale_small,3,in_domain,M1_stage7a1_split,550102001,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",2,1,0.994944227311255,2,G002,1,"G002",1,1,UNIQUE_CONFIDENT,singleton_and_all_evidence_checks_pass,1,0,0.196755731407959,0.425114098518979,1,0.0572511412931084,0.0747161485209021,0.889203886455144,0.351858919161663,03d6841da3b3e2a303fb7ddf1bdecfcd7850b0ec21e64bc98b6e1fe050ca52a5,0.000697
